#1.2			
SRP72		25.0223	105.296
CG42260		1.02318	4.2993
CG10674		227.632	955.605
"CG32533,MRPS14"		319.453	1339.39
CG4000		15.9897	67.0031
EIF2BETA		1099.37	4592.96
CG31681		0.429196	1.79121
CHT4		2.47554	10.3198
CG4036		9.83012	40.9492
CAD74A		0.153021	0.635903
CG5386		0.806683	3.35164
TRP1		156.122	648.271
PHAE1		1.1726	4.84902
"CG15473,TORSIN"		192.174	790.906
CG14880		0.22783	0.937604
VM26AA		88.6929	364.024
CG5532		308.358	1263.42
CG34351		0.19471	0.79713
CG9673		16.1442	65.8645
CG8078		10.8884	44.3816
CG10592		1.82602	7.41456
CG8628		15.4747	62.785
CG13154		5.75395	23.3094
ND-B17		106.821	431.805
GV1		2.63515	10.6455
CG5767		15.1463	60.9183
CG31145		9.36023	37.5922
RPN9		163.842	657.916
SPAT		9.61925	38.5613
CG31233		4.04437	16.1641
CG30101		0.500067	1.99679
ND-ASHI		131.666	525.397
JON65AI		9.64498	38.4034
RPN1		149.257	594.124
CG42705		9.6032	38.2078
CG13970		1.38604	5.51148
CBP20		386.269	1534.71
CG43774		4.91827	19.5152
CG17292		88.8612	352.158
NA		1.52445	6.0312
NA		19.9718	78.9816
CR12460		2.04058	8.06955
CG43066		5.82933	23.0496
RH50		0.479474	1.89221
RPN2		524.691	2067.54
CG32099		12.3654	48.6874
MRPS9		72.435	285.183
CG31267		4.48076	17.5809
COX8		360.894	1414.68
ND-PDSW		193.717	757.119
PHU		1.92464	7.51951
"DIC1,POLY"		229.285	895.509
NUP44A		103.018	402.124
CG15170		6.61737	25.7999
TPNC47D		3.00571	11.7117
ND-13A		151.772	590.704
MRPL52		468.527	1821.77
CG2256		23.5266	91.264
IRP-1B		173.597	672.387
CG14356		1.53148	5.93148
CG1673		295.328	1143.11
EATER		0.20291	0.78515
PRPK		25.409	98.1852
OBP56A		5.56647	21.5068
NA		3.52931	13.6165
CG12093		47.2287	182.196
CG2781		17.829	68.7647
CG7966		11.9755	46.1207
NA		2.35974	9.08302
HAF		7.27514	27.9969
EIF2BALPHA		36.2342	139.392
UFC1		68.8476	264.68
UBI-P63E		752.314	2885.71
NA		2.91661	11.1853
ESN		13.2313	50.7419
SCP1		6.24431	23.9425
MDR50		5.66832	21.7119
CG9095		0.258791	0.98829
SPASE12		838.987	3201.57
CG3609		115.633	441.132
PRP38		59.6898	227.657
ND-39		121.502	461.81
NRV3		37.3808	141.567
"ND-MWFE,NRK"		884.988	3349.43
NP15.6		249.375	941.023
NA		1.39422	5.24898
"CG18628,CG8009"		108.396	407.63
TOLL-6		0.964086	3.62187
CG6310		20.3299	76.3657
PDK		160.067	600.425
MMP2		3.1543	11.7916
CG9427		1.3689	5.10507
CG4858		142.699	531.939
MRPL51		29.3817	109.077
NA		3.02827	11.2365
LPR1		20.4147	75.6682
CG10116		6.03982	22.3475
CPR49AB		13.2261	48.9065
NA		1.20156	4.43867
CG7630		502.165	1851.74
FNG		1.11035	4.08917
CG10472		55.6355	204.285
LEVY		676.559	2481.33
PRX3		137.823	505.271
CG31157		25.4489	93.1698
"PRIMO-1,PRIMO-2"		167.835	613.851
CG15067		46.3115	169.242
MRPS6		98.0756	357.555
CG31950		33.1651	120.753
ND-B14		146.459	532.563
CG4297		67.4466	244.844
CG13215		4.86621	17.6366
NA		1.20188	4.35237
ND-24		141.869	513.325
CG14259		0.793677	2.86918
CG33639		1.63705	5.91118
MRPS34		56.1853	202.783
CCS		70.4028	253.91
CG8861		0.532115	1.91523
SYP		62.2679	222.827
CG34213		19.6298	70.2274
CG9034		206.985	739.768
ELP2		3.08553	11.0216
LYSP		59.6379	212.996
7B2		192.829	687.524
COX5A		547.994	1940.07
CR44306		4.03888	14.239
CG17333		90.0655	317.22
NA		0.921899	3.24457
CG8738		0.989989	3.48158
MPCP1		14.9179	52.4506
CG13300		0.809837	2.84502
CG9953		52.0819	182.961
MED10		109.092	382.938
POMP		262.835	921.108
CG9505		271.603	951.769
ABD-B		1.62856	5.70598
NA		2.4455	8.55702
CG11381		0.534445	1.86802
SIDE		1.33947	4.67578
CG8997		12.4481	43.441
ZETATRY		2.21334	7.71612
CG1077		0.304819	1.06186
GALT		16.0931	56.0536
OME		1.56108	5.43504
TAPDELTA		320.444	1115.59
PROSBETA5		812.344	2821.97
ALDH-III		1544.01	5363.15
WNT4		0.875635	3.03843
"CG7083,DNAPOL-ALPHA50,PEX2"		71.24	247.09
CG1646		22.5885	78.3132
CG31087		1.18411	4.10063
ATPSYNGAMMA		257.597	890.553
CG42367		2.17368	7.51432
CG11453		0.582768	2.01101
ADK3		22.6084	77.8654
TRS31		41.7877	143.741
CG4363		14.1077	48.5192
JON44E		2.5743	8.84784
FOXP		0.456434	1.56569
MRPS33		103.037	352.8
CG45093		787.359	2691.6
ERR		55.6806	190.313
CCP84AG		11.4804	39.221
MRPL23		64.7219	221.104
CG12375		51.1649	174.735
GLUCLALPHA		4.64884	15.8669
"CG5567,CG5577"		22.9022	78.0642
RPT2		225.884	769.704
NA		1.39868	4.74922
CG9667		38.1971	129.34
CG15168		168.167	568.402
CG32069		116.698	394.063
ATPSYNCF6		633.506	2137.63
CG5404		0.373776	1.25986
"CG10096,CG10097,CYP9F3,LIG3"		185.435	624.415
"CG13743,CG8197"		0.327459	1.10087
CG13807		46.7126	156.754
EIF4B		133.597	448.064
DPR17		0.403	1.35147
CG13151		3.97547	13.3309
"CYP4AC2,CYP4AC3"		4.4635	14.962
CG32547		0.890686	2.98251
CG8834		9.76991	32.6976
JON65AII		4.41006	14.7483
CG33143		9.59275	32.0281
"CG7694,FRAY"		835.981	2785.59
NA		2.92616	9.7444
SIFAR		0.28073	0.934258
CG17726		15.1233	50.2737
MRPL20		72.2918	240.294
CG6154		0.223331	0.741684
CG14823		3.94156	13.0856
SEM1		1683.18	5586.14
NA		1.22395	4.06202
DIM1		104.744	347.612
"CG11368,CR43199"		7.82399	25.9331
NA		11.8331	39.207
"CR30409,RPI"		135.916	449.876
PROC		1.58007	5.22595
CG11876		158.271	523.266
AMD		1.02707	3.39324
INE		4.08383	13.4805
CG34176		11.5351	38.0558
CG6415		2.12037	6.98477
NA		1.31421	4.32607
NA		2.83737	9.33275
UFD1-LIKE		200.917	659.881
PI31		54.9105	180.272
CG1561		4.10085	13.4569
"CG17985,RPT1"		233.1	764.372
HEX-C		6.23768	20.4506
CG14075		1.15668	3.7874
CYP12A4		3.88311	12.7112
CG5112		149.828	489.867
CG31324		8.45414	27.5654
"CG7550,MRPL36"		92.9713	303.041
CG7265		28.2434	91.8778
MAG		1.75984	5.71974
OAT		3.55701	11.5517
RPN13		444.106	1441.82
ND-AGGG		85.1266	276.329
CG7296		4.74191	15.3834
MRPL27		78.0073	252.793
NA		1.63547	5.29226
GDI		465.551	1506.34
NA		2.47017	7.98556
"MAL-A5,MAL-A6"		75.1328	242.722
FASN2		2141.12	6910.64
CG14997		13.916	44.8825
ND-19		129.251	416.159
NA		2.32509	7.47848
YIP7		167.037	536.844
CG31288		1.0412	3.34596
"AB,SNORNA:ME18S-G642"		2.56952	8.25531
RPN3		239.852	770.253
NA		3.67484	11.7979
NA		1.72857	5.53764
CG3348		617.924	1978.57
MRPL24		69.0902	221.115
CG3176		3.9697	12.6876
"LET-7,LET-7-C,MIR-100,MIR-125"		5.33635	17.0483
CG13003		0.603541	1.9273
CG11000		5.19009	16.5729
CG43707		0.269826	0.861235
ALPHA-EST3		65.7027	209.218
CA-ALPHA1T		2.11026	6.71507
CG17325		21.2427	67.5359
OSEG5		3.36602	10.7001
ND-B17.2		110.165	350.144
NA		1.52715	4.85304
CG13795		0.4972	1.57968
"MRPL40,PROS"		77.916	247.18
ADI1		104.83	332.118
REPTOR-BP		106.77	338.113
BNL		28.5089	90.2345
COX5B		162.709	514.206
AAY		239.591	757.016
SDHC		214.775	678.389
CG14105		1.71451	5.41486
CG17321		1.41142	4.45526
CG8306		1.57524	4.96413
FOK		1175.91	3703.21
CG5435		12.5247	39.365
CG4666		229.779	720.45
CG4377		6.10019	19.1086
GLUT3		1.06663	3.33851
CG10466		42.5246	133.094
43435		3.62607	11.3486
CG33521		27.646	86.5024
CG4462		0.448366	1.40258
CG9512		99.6565	311.216
SSRP		808.682	2524.68
RPT6		528.407	1649.56
"CR32773,PEB"		416.201	1297.62
CRZR		6.11371	19.0517
CG15765		1.95157	6.07925
"ALPHATRY,GAMMATRY"		391.703	1218.74
SRP14		228.325	710.384
MRPS17		108.33	336.852
CR44178		14.9258	46.3509
THETATRY		7.0472	21.8783
"YP3,RDGB"		195.282	606.252
CG12811		61.1977	189.953
RPL24		824.122	2556.84
CG14696		13.9962	43.3816
CG3597		3.14056	9.72947
WAL		79.7415	246.91
OX		299.875	928.438
CG42249		2.25798	6.98564
CG12860		37.7376	116.74
"CG11110,MAF-S"		298.878	923.448
SARDH		0.382743	1.18191
UGT36BC		5.84307	18.0371
CG17261		53.3235	164.323
CG16756		8.19209	25.2403
OBP99C		73.1327	224.928
ATPSYNO		145.067	445.865
VVL		323.089	992.345
SS		0.873092	2.68111
CG34236		8.74534	26.8548
CG1291		27.9196	85.5869
CG31343		5.12654	15.7008
HTS		41.0688	125.636
CG9928		46.9711	143.661
CR44042		3.36432	10.2598
CG13309		2.59032	7.89793
TAI		4.26605	12.9786
CG11671		17.7635	54.0324
CG12848		173.445	527.408
ATPSYNB		175.051	531.916
FITM		104.73	318.169
"CG18809,COX6B"		624.017	1894.51
LMANII		10.0236	30.4253
RPL29		3215.82	9755.27
VPS28		40.9122	124.073
"CG4098,PROSBETA6"		695.598	2109.16
CG31778		2.08517	6.3093
CG32448		251.434	760.719
CR44688		430.036	1300.89
CG2145		2.15437	6.5168
CG42750		0.926274	2.79959
RPP30		14.7421	44.5415
PEX19		160.439	484.286
HSPC300		194.542	586.539
NPC2B		17.4724	52.6167
SAR1		675.033	2032.53
CG32196		14.3823	43.3003
CG1124		3.14493	9.46263
CG14456		2.60529	7.83871
CYP6A18		0.238836	0.718393
OS9		3.26088	9.80261
KEK3		0.562646	1.6897
CG9568		20.2423	60.7852
ARPC3B		5.89822	17.6929
CYP18A1		18.4	55.1936
CG17633		15.4688	46.3722
PROSALPHA3		1750.56	5247.75
PEX12		4.84764	14.5244
NINAC		2.33543	6.99538
BEAT-IIA		13.0219	39.0017
CG31551		0.301397	0.900489
CG34220		20.9416	62.3756
CG31266		2.70063	8.0435
SYT1		4.65376	13.8595
"HSP70AA,TANGO9"		85.7963	255.452
CKD		1.05039	3.12715
CMPY		0.530382	1.57869
CG32187		12.9011	38.3831
SLH		46.6892	138.821
INX3		30.8165	91.4574
NIMB4		0.649973	1.92817
ND-23		103.363	306.444
NA		1.26267	3.74261
CG34120		5.51874	16.3402
TASK6		0.748038	2.21471
CG32647		13.9952	41.3998
CG12173		36.2999	107.325
ATPSYNF		323.613	956.08
CG14195		0.679327	2.00434
CG13018		69.1558	203.792
CG14817		223.441	657.324
WHE		992.941	2913.06
GATC		12.4355	36.4643
BYN		0.944093	2.76596
CG3699		5.99182	17.5423
"CG33493,ND-13B"		253.086	740.282
CG10384		0.500049	1.46179
DIP-BETA		0.198374	0.579815
HAM		0.498297	1.45637
CG1927		233.583	682.462
CG6178		60.9178	177.917
"CG34250,UQCR-Q"		702.946	2052.51
TOBI		0.756741	2.20918
DCTN5-P25		50.6016	147.722
FKBP14		172.246	502.594
NA		2.01619	5.87957
CG13947		27.6264	80.5555
CIC		172.85	503.999
CG7668		137.427	400.317
RAB26		1.13023	3.2902
IDH		312.123	908.143
LGS		52.1284	151.648
FT		0.168276	0.489489
DPR8		1.1634	3.38406
TSP42EQ		2.24177	6.51881
LSD-2		1774.45	5155.48
UBLCP1		58.9801	171.229
ADAMTS-A		1.92569	5.59037
EIF4G1		121.059	350.989
CR43904		3.35071	9.70718
CG30419		0.465627	1.34862
CG13177		3.11692	9.02751
CG42521		6.51155	18.8204
PROSALPHA5		683.579	1975.62
NA		0.803473	2.32108
"OBP57A,OBP57B,OBP57C"		21.6337	62.4706
CG5590		75.8018	218.462
CAT		1003.17	2889.88
KLU		51.3735	147.924
JON65AIII		166.646	479.493
KTL		1.03895	2.98618
NEB-CGP		568.329	1633.02
CG2200		61.3198	176.069
RALA		102.108	292.378
CPR57A		5.94555	17.0202
RPL34A		247.554	708.291
CG4716		88.2034	252.287
SOD2		156.638	446.943
CG4829		0.40017	1.14104
CG17475		3.52647	10.0496
ARC42		60.1363	171.257
JON99FII		11.9072	33.8996
ALD		329.364	936.812
SU(F)		14.3871	40.9172
REGUCALCIN		31.3707	89.1699
CG1402		0.695885	1.97776
"CG34194,CC2D2A"		4.5921	13.0393
CR46094		6.56237	18.6203
28SRRNA-PSI:CR45848		18.1129	51.3671
"CG16710,CG18754,SPE"		6.93677	19.6698
CG9319		27.0357	76.5329
CG10912		20.379	57.6698
"CG7705,CR45028"		76.4413	216.285
EIP78C		0.602262	1.70376
CG44242		121.86	344.281
CG7299		2.87839	8.12414
LIPRIN-GAMMA		3.46409	9.7767
CSN8		79.7698	225.071
RH7		0.598223	1.68758
DAT		0.524586	1.4782
CG3909		39.5847	111.529
CG12279		22.3377	62.9163
CG14671		70.3199	197.809
FLAM		13.6666	38.4211
CG6006		15.2434	42.8331
"RHOGAP16F,SCU"		492.171	1382.9
CG6878		137.754	386.743
PARK		9.67021	27.1305
"SYT12,DMRT11E"		0.366573	1.02807
RPL32		1214.36	3405.02
ACTBETA		0.470033	1.31782
CG44008		24.2592	68.0007
GSTE12		71.3965	199.874
NETB		1.92753	5.38688
CG31706		1.45007	4.05222
MAL-A7		3.25077	9.08319
CG34155		2.29799	6.41947
CG11586		166.862	466.08
CR44922		0.443517	1.23768
CHMP1		86.2391	240.593
CG6094		51.901	144.749
CG12825		12.8318	35.773
FIP1		80.2292	223.504
ELAL		7.77712	21.6428
CG5862		125.982	350.235
CG31869		11.833	32.8896
CG6295		42.3795	117.759
CG30373		91.6399	254.51
CG34125		106.06	294.536
CG8132		26.0519	72.3312
CYS		207.905	577.114
CG10178		3.36186	9.31874
ANXB10		156.24	432.646
UQCR-C1		232.347	643.003
EGLP4		12.7954	35.4033
RPN11		352.676	975.582
"CG8520,CG8525"		28.267	78.1218
MAL-A4		0.862285	2.38125
CG8745		5.82149	16.0763
RHOGEF64C		3.09008	8.52797
CG15423		4.60698	12.7066
CG10038		45.1172	124.406
DIKAR		38.911	107.286
NA		1.75319	4.83187
COX4		400.755	1104.41
SPEN		152.708	420.609
MRPS21		194.387	535.037
SPARC		11.2904	31.0567
"CG14777,CG14778"		46.8665	128.776
GALLA-1		184.601	507.105
CG9691		26.6357	73.1498
CG9682		2.24756	6.17063
OPTIX		1.38529	3.80307
CYP6W1		5.8262	15.988
EYA		0.391151	1.07269
"BG642312,CG13299,CG42714"		14.3024	39.1987
CG9572		4.90092	13.4142
"CG43349,CG5011"		63.3961	173.411
CG7971		82.3034	225.091
"CG44250,CG44251"		21.1078	57.6285
HMGZ		253.184	689.572
CG1698		0.930001	2.53243
AMY-D		10.9523	29.7647
CYP6A2		1.7681	4.79561
ND-B22		215.383	583.806
ATPSYND		413.431	1119.69
CG6329		10.0652	27.2581
CG30499		202.516	548.369
EIF3M		173.469	468.591
CG31198		15.5998	42.1275
NSF2		8.96015	24.1798
CG17839		6.91328	18.6556
CG18171		6.00645	16.1939
"CG30414,ROH"		438.338	1180.27
CG8209		116.128	312.511
5-HT2A		0.890616	2.38984
CR43650		11.7196	31.4375
CG32444		20.4995	54.9798
RS1		46.8872	125.731
SPHEROIDE		6.34175	16.999
IRBP18		146.89	392.878
KIS		55.6875	148.831
RPL15		1088.54	2907.4
CG12374		23.8734	63.7257
EIF5B		157.385	419.996
CG11406		29.4446	78.5644
COLT		66.3718	177.049
ATPSYNDELTA		274.068	730.54
CG42394		4.10795	10.9483
LAMBDATRY		4.30087	11.4588
CG34183		76.96	205.01
CYP28D1		1.50768	4.0158
PPAT-DPCK		53.8352	143.338
CG34228		81.5451	217.077
NCOA6		450.513	1198
FECH		196.81	523.29
CG6843		175.359	466.247
CG42342		6.07037	16.1283
CG6048		1.86512	4.9461
"MYO95E,MRPS24"		85.9755	227.85
ORCT		6.66046	17.6503
CG14591		1.07299	2.84226
OBST-B		1.306	3.45735
CG9911		74.7565	197.9
DISCO		3.01262	7.97214
CG31030		1.0165	2.68862
DECAY		6.85604	18.1318
GSTT4		55.6678	147.122
RPS15		895.734	2362.6
BLOS2		34.8034	91.7814
"CG30120,CG5189"		35.8832	94.6256
UPSET		38.2771	100.875
RPS9		664.969	1752.31
MUC12EA		0.333236	0.877038
CG43737		1.81171	4.76277
RRP46		18.0278	47.3478
"CG42524,MIR-278"		13.2907	34.9066
CG6145		82.7094	217.198
"CG14183,CG14184"		63.0185	165.287
"ND-42,PIT"		164.539	430.726
E(Y)2		100.116	262.04
UNC80		0.267127	0.699142
RHA		0.39388	1.03079
CG45080		1665.07	4355.79
TAF10		101.981	266.574
THS		0.301578	0.78805
GBP1		10.3768	27.0924
"ND-ACP,L(3)02640"		586.434	1530.91
CG16935		38.5303	100.562
CPR		982.567	2562.33
CG14968		7.25246	18.9032
ND-49		89.1833	232.181
ODC1		4.33241	11.2733
NACHRALPHA5		3.01603	7.8468
JARID2		270.126	702.699
PKG21D		1.09114	2.83798
RCD4		93.4289	242.676
CG9643		45.8038	118.963
CG15890		0.412505	1.07129
HEXO2		33.1501	86.0508
FMO-2		19.6375	50.9431
"CG31675,CG9338"		8.61908	22.3206
MEN		91.5602	237.104
CG12105		2.26239	5.85845
MRPL33		131.585	340.6
CG15093		90.7337	234.83
HSC70-2		6.02901	15.5911
TBH		0.372551	0.963071
RPT3		284.481	735.306
CG7009		21.7052	56.0987
"CG44037,SVP"		51.6901	133.517
CG18731		53.3072	137.689
AXO		1.19477	3.08457
CG14082		0.856061	2.20482
JON65AIV		195.939	503.853
ANCE		6.22413	15.9764
DIEDEL3		2.99977	7.69372
CR45806		34.0706	87.3671
REPH		47.4611	121.702
COQ7		94.4419	242.125
CG6638		40.3675	103.469
CG7322		194.987	499.338
CR44144		6.50974	16.6697
CBP53E		2.6421	6.76435
CYT-B5-R		16.8798	43.2145
CG13919		31.3096	80.04
EPSILONCOP		40.7649	104.194
CG14903		104.501	267.031
SUCB		22.9765	58.7112
"CR44898,ROBO2"		1.71982	4.39374
CG7560		2.20605	5.63511
CG5506		41.6922	106.472
"RPL31,UPDO"		2263.62	5776.58
MSPO		2.89814	7.38529
CG2765		653.064	1660.69
CG14022		8.97418	22.8127
